dtSta070DateTime,iSta070OverAllResult,rSta070CycleTime,iSta070CapNutTypeResult,iSta070OMVSpringResult_PI,rSta070NozzlePreLoadForce,rSta070NozzlePreLoadPosition,iSta070StackBuildResult,rSta070CapNutTorque,rSta070CapNutTorqueAngle,rSta070CapNutFinalAngle,iSta070CapNutAssemblyResult
08/11/2021 10:53,1,22.865,1,1,65,114.44,1,3.242601,1766.422,1398.4,1
08/11/2021 14:05,1,22.627,1,1,65,114,1,3.218835,1981.379,1614.893,1
08/11/2021 14:05,1,23.17,1,1,65,114.66,1,3.207726,1901.45,1534.212,1
08/11/2021 14:05,1,22.899,1,1,65,114.27,1,3.155377,1825.716,1458.517,1
08/11/2021 14:06,1,22.73,1,1,65,114.63,1,3.21419,1859.992,1491.791,1
08/11/2021 14:06,1,23.733,1,1,65,114.45,1,3.223653,1900.763,1532.72,1
08/11/2021 14:07,1,23.902,1,1,65,114.62,1,3.220363,1912.474,1544.49,1
08/11/2021 14:07,1,23.817,1,1,65,114.09,1,3.225851,1816.344,1447.696,1
,,,,,,,,,,,
08/11/2021 14:08,1,22.677,1,1,65,114.45,1,3.265124,1972.298,1604.295,1
08/11/2021 14:09,1,23.103,1,1,65,114,1,3.232599,1811.51,1443.765,1
08/11/2021 14:09,1,22.661,1,1,65,114.56,1,3.229817,1838.824,1471.277,1
08/11/2021 14:10,1,22.779,1,1,65,113.96,1,3.16844,1949.648,1582.182,1
08/11/2021 14:11,1,23.103,1,1,65,114.62,1,3.229397,1774.533,1406.62,1
08/11/2021 14:11,1,22.713,1,1,65,114.57,1,3.247677,1965.811,1599.614,1
08/11/2021 14:12,1,23.087,1,1,65,114.72,1,3.223406,1680.444,1312.099,1
08/11/2021 14:13,1,22.507,1,1,65,114.54,1,3.205098,1752.988,1386.193,1
08/11/2021 14:19,1,22.542,1,1,65,114.14,1,3.219774,1653.445,1274.505,1
08/11/2021 14:20,1,21.913,1,1,65,113.93,1,3.224189,2016.381,1649.23,1
08/11/2021 14:23,1,23.189,1,1,65,113.94,1,3.224013,1968.208,1601.29,1
08/11/2021 14:23,1,23.137,1,1,65,114.57,1,3.236953,1880.062,1513.245,1
08/11/2021 14:24,1,22.899,1,1,65,114.69,1,3.214887,1958.415,1591.641,1
08/11/2021 14:24,1,23.018,1,1,65,114.03,1,3.215039,1910.472,1542.364,1
08/11/2021 14:25,1,22.966,1,1,65,114.21,1,3.220686,1938.685,1572.507,1
08/11/2021 14:27,1,23.12,1,1,65,114.74,1,3.215419,1708.279,1341.014,1
08/11/2021 14:27,1,22.61,1,1,65,114.78,1,3.191662,1932.365,1566.221,1
08/11/2021 14:28,1,23.001,1,1,65,114.42,1,3.229206,1988.846,1620.327,1
08/11/2021 14:28,1,23.206,1,1,65,114.24,1,3.208045,1942.282,1574.78,1
08/11/2021 14:29,1,23.103,1,1,65,114.51,1,3.217412,1847.76,1480.766,1
,,,,,,,,,,,
08/11/2021 17:55,1,0,1,1,65,114.62,1,3.44721,1751.113,1604.867,1
,,,,,,,,,,,
08/11/2021 17:56,1,22.456,1,1,65,114.5,1,3.427481,1936.347,1790.204,1
,,,,,,,,,,,
08/11/2021 18:14,1,24.413,1,1,65,114.59,1,3.500334,1999.649,1852.883,1
08/11/2021 18:15,1,23.001,1,1,65,114.66,1,3.438612,1803.018,1657.162,1
,,,,,,,,,,,
08/11/2021 18:23,1,22.49,1,1,65,114.56,1,3.44891,1840.905,1695.428,1
08/11/2021 18:24,1,22.559,1,1,65,114.65,1,3.447731,1814.032,1668.224,1
08/11/2021 18:26,1,22.457,1,1,65,114.63,1,3.446775,1704.294,1558.92,1
09/11/2021 09:24,1,22.234,1,1,65,114.57,1,3.455189,1826.65,1679.926,1
09/11/2021 09:25,1,22.712,1,1,65,114.6,1,3.422173,1960.383,1815.142,1
09/11/2021 09:40,1,22.832,1,1,65,114.5,1,3.456749,1819.507,1674.029,1
09/11/2021 09:41,1,19.72,1,1,65,114.6,1,3.498705,1950.672,1802.418,1
09/11/2021 09:41,1,22.916,1,1,65,114.51,1,3.441627,1903.104,1755.141,1
09/11/2021 09:42,1,23.697,1,1,65,114.57,1,3.467295,1680.755,1532.879,1
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 10:03,1,23.154,1,1,65,114.56,1,3.51886,1927.544,1780.154,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 10:31,1,24.208,1,1,65,114.72,1,3.484663,1793.971,1649.258,1
09/11/2021 10:32,1,22.575,1,1,65,114.65,1,3.4606,1754.97,1608.575,1
,,,,,,,,,,,
09/11/2021 10:38,1,22.405,1,1,65,114.51,1,3.446864,2017.82,1871.679,1
,,,,,,,,,,,
09/11/2021 10:46,1,23.034,1,1,65,114.54,1,3.476134,1812.765,1666.758,1
09/11/2021 10:46,1,22.493,1,1,65,114.63,1,3.447528,1862.722,1717.27,1
09/11/2021 10:47,1,22.677,1,1,65,114.5,1,3.346406,1784.938,1638.373,1
09/11/2021 10:47,1,22.306,1,1,65,114.57,1,3.458446,1970.345,1824.302,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 11:00,1,23.75,1,1,65,114.51,1,3.45156,1918.379,1770.778,1
09/11/2021 11:01,1,22.883,1,1,65,114.68,1,3.465936,1833.111,1686.263,1
09/11/2021 11:01,1,22.473,1,1,65,114.57,1,3.439749,1793.768,1646.335,1
09/11/2021 11:02,1,22.406,1,1,65,114.53,1,3.458017,1780.951,1634.752,1
09/11/2021 11:02,1,22.423,1,1,65,114.45,1,3.437385,1956.496,1810.915,1
09/11/2021 11:03,1,22.882,1,1,65,114.5,1,3.480938,1910.602,1764.569,1
,,,,,,,,,,,
09/11/2021 11:04,1,22.78,1,1,65,114.57,1,3.501716,2007.946,1862.34,1
09/11/2021 11:05,1,22.915,1,1,65,114.5,1,3.477397,1857.778,1711.892,1
09/11/2021 11:05,1,22.626,1,1,65,114.59,1,3.409797,1735.916,1590.747,1
,,,,,,,,,,,
09/11/2021 11:10,1,22.389,1,1,65,114.5,1,3.348073,1703.322,1557.124,1
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 11:20,1,22.287,1,1,65,114.69,1,3.433118,1838.89,1693.747,1
09/11/2021 11:21,1,17.459,1,1,65,114.66,1,3.460071,1926.23,1778.65,1
,,,,,,,,,,,
09/11/2021 11:23,1,22.73,1,1,65,114.69,1,3.462483,1920.08,1773.006,1
09/11/2021 11:24,1,20.961,1,1,65,114.54,1,3.482233,2030.006,1884.567,1
,,,,,,,,,,,
09/11/2021 11:50,1,23.069,1,1,65,114.51,1,3.445849,2016.771,1871.309,1
09/11/2021 11:50,1,23.051,1,1,65,114.5,1,3.434628,1925.412,1780.171,1
,,,,,,,,,,,
09/11/2021 11:51,1,22.864,1,1,65,114.45,1,3.418217,1842.216,1696.761,1
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 14:24,1,22.627,1,1,65,114.8,1,3.208949,1907.652,1599.493,1
09/11/2021 14:34,1,0,1,1,65,114.8,1,3.232871,2035.675,1733.217,1
09/11/2021 14:35,1,15.164,1,1,65,114.81,1,3.182009,1742.694,1441.191,1
09/11/2021 14:36,1,14.399,1,1,65,114.89,1,3.234071,2048.584,1746.379,1
09/11/2021 14:37,1,15.148,1,1,65,114.87,1,3.236821,1721.595,1419.302,1
09/11/2021 14:37,1,14.434,1,1,65,114.81,1,3.266912,1828.149,1523.301,1
09/11/2021 14:45,1,14.637,1,1,65,114.78,1,3.227405,1876.15,1575.797,1
09/11/2021 15:05,1,14.824,1,1,65,114.81,1,3.247917,1934.134,1632.279,1
09/11/2021 15:06,1,14.909,1,1,65,114.78,1,3.190838,1822.206,1519.699,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 15:09,1,14.603,1,1,65,114.8,1,3.200873,1772.383,1467.659,1
09/11/2021 15:09,1,14.518,1,1,65,114.78,1,3.222286,1772.78,1470.388,1
09/11/2021 15:10,1,14.449,1,1,65,114.81,1,3.260629,1776.265,1473.633,1
09/11/2021 15:11,1,14.468,1,1,65,114.83,1,3.225478,1904.848,1603.348,1
09/11/2021 15:12,1,14.858,1,1,65,114.8,1,3.205601,1921.095,1618.741,1
09/11/2021 15:12,1,14.823,1,1,65,114.86,1,3.196895,1846.913,1544.905,1
09/11/2021 15:13,1,14.654,1,1,65,114.86,1,3.118799,1959.627,1657.735,1
09/11/2021 15:13,1,14.977,1,1,65,114.8,1,3.204115,1856.42,1556.128,1
09/11/2021 15:14,1,14.774,1,1,65,114.8,1,3.218154,1849.882,1545.649,1
09/11/2021 15:15,1,14.688,1,1,65,114.89,1,3.227404,1945.826,1644.011,1
09/11/2021 15:17,1,14.892,1,1,65,114.8,1,3.175838,1977.582,1674.954,1
09/11/2021 15:17,1,15.028,1,1,65,114.78,1,3.251517,2033.253,1731.058,1
09/11/2021 15:18,1,15.148,1,1,65,114.8,1,3.255164,1860.053,1558.576,1
09/11/2021 15:19,1,14.754,1,1,65,114.8,1,3.200522,1783.041,1480.507,1
,,,,,,,,,,,
09/11/2021 15:20,1,14.518,1,1,65,114.78,1,3.216241,1792.214,1489.774,1
,,,,,,,,,,,
09/11/2021 15:23,1,14.5,1,1,65,114.8,1,3.221614,1885.863,1583.235,1
09/11/2021 15:24,1,14.739,1,1,65,114.78,1,3.249708,1956.158,1654.662,1
09/11/2021 15:25,1,14.909,1,1,65,114.78,1,3.171545,2056.804,1755.123,1
09/11/2021 15:25,1,15.148,1,1,65,114.8,1,3.215682,2038.151,1734.812,1
09/11/2021 15:26,1,15.146,1,1,65,114.8,1,3.229025,1994.863,1693.011,1
09/11/2021 15:26,1,14.993,1,1,65,114.8,1,3.216883,1990.844,1689.095,1
09/11/2021 15:33,1,15.012,1,1,65,114.8,1,3.227837,2050.23,1748.337,1
09/11/2021 15:37,1,15.147,1,1,65,114.8,1,3.215091,1808.415,1505.871,1
09/11/2021 15:37,1,14.637,1,1,65,114.78,1,3.179364,1937.956,1635.338,1
,,,,,,,,,,,
09/11/2021 15:43,1,14.892,1,1,65,114.8,1,3.22039,1841.23,1538.693,1
09/11/2021 15:48,1,14.706,1,1,65,114.78,1,3.24053,1883.888,1582.193,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 18:09,1,14.739,1,1,65,114.81,1,3.219835,1863.448,1561.261,1
09/11/2021 18:16,1,14.637,1,1,65,114.8,1,3.233324,1831.261,1528.932,1
09/11/2021 18:16,1,14.671,1,1,65,114.8,1,3.267113,1919.11,1617.831,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 18:22,1,14.943,1,1,65,114.81,1,3.242657,1788.087,1486.482,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 18:31,1,14.467,1,1,65,114.84,1,3.221176,1843.598,1541.134,1
,,,,,,,,,,,
09/11/2021 18:32,1,14.722,1,1,65,114.86,1,3.215808,2060.188,1758.261,1
09/11/2021 18:33,1,15.231,1,1,65,114.78,1,3.201037,1989.601,1687.022,1
09/11/2021 18:33,1,15.062,1,1,65,114.84,1,3.180625,1720.084,1418.001,1
09/11/2021 18:34,1,14.346,1,1,65,114.8,1,3.224068,1887.206,1585.359,1
,,,,,,,,,,,
09/11/2021 18:36,1,14.84,1,1,65,114.81,1,3.189447,1997.79,1695.379,1
,,,,,,,,,,,
09/11/2021 18:38,1,14.994,1,1,65,114.8,1,3.229992,1819.122,1516.632,1
09/11/2021 18:38,1,14.62,1,1,65,114.78,1,3.236361,1849.294,1548.957,1
09/11/2021 18:40,1,14.688,1,1,65,114.8,1,3.211501,2071.52,1769.707,1
,,,,,,,,,,,
09/11/2021 18:42,1,15.232,1,1,65,114.8,1,3.186636,1972.97,1670.194,1
09/11/2021 18:42,1,14.961,1,1,65,114.84,1,3.220853,1987.485,1685.168,1
,,,,,,,,,,,
09/11/2021 18:45,1,15.029,1,1,65,114.87,1,3.107784,1957.96,1656.469,1
09/11/2021 18:47,1,14.96,1,1,65,114.83,1,3.223837,2047.321,1745.27,1
09/11/2021 18:47,1,15.112,1,1,65,114.81,1,3.233729,1805.849,1505.458,1
09/11/2021 18:48,1,14.518,1,1,65,114.78,1,3.197784,1760.296,1455.758,1
09/11/2021 18:49,1,14.483,1,1,65,114.8,1,3.19461,2064.922,1763.863,1
09/11/2021 18:49,1,15.183,1,1,65,114.8,1,3.226763,1924.381,1619.431,1
09/11/2021 18:50,1,14.858,1,1,65,114.8,1,3.279823,2043.198,1741.426,1
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 18:56,1,15.146,1,1,65,114.78,1,3.236455,1990.805,1688.255,1
09/11/2021 18:56,1,15.026,1,1,65,114.81,1,3.21907,1783.426,1480.776,1
09/11/2021 18:57,1,14.501,1,1,65,114.78,1,3.215003,1776.318,1474.657,1
09/11/2021 18:57,1,14.452,1,1,65,114.78,1,3.234152,1986.51,1683.154,1
09/11/2021 18:57,1,15.198,1,1,65,114.78,1,3.238873,1839.882,1539.303,1
,,,,,,,,,,,
,,,,,,,,,,,
09/11/2021 18:59,1,12.972,1,1,65,114.8,1,3.207725,2087.225,1785.365,1
09/11/2021 18:59,1,15.232,1,1,65,114.84,1,3.205126,1880.413,1578.545,1
09/11/2021 19:00,1,14.789,1,1,65,114.78,1,3.204093,2030.378,1724.001,1
,,,,,,,,,,,
09/11/2021 19:05,1,15.045,1,1,65,114.87,1,3.20928,1794.391,1491.686,1
09/11/2021 19:06,1,14.537,1,1,65,114.8,1,3.215419,1997.536,1695.595,1
09/11/2021 19:06,1,15.009,1,1,65,114.8,1,3.22121,1795.746,1493.09,1
09/11/2021 19:07,1,14.501,1,1,65,114.8,1,3.217299,1884.517,1582,1
09/11/2021 19:08,1,14.721,1,1,65,114.8,1,3.205319,1864.136,1561.19,1
09/11/2021 19:08,1,14.689,1,1,65,114.8,1,3.22891,2087.718,1785.968,1
09/11/2021 19:09,1,15.265,1,1,65,114.8,1,3.224172,1788.793,1486.141,1
,,,,,,,,,,,
09/11/2021 19:12,1,14.501,1,1,65,114.8,1,3.209596,1853.748,1552.146,1
09/11/2021 19:13,1,14.654,1,1,65,114.8,1,3.227337,2021.18,1719.041,1
09/11/2021 19:14,1,16.592,1,1,65,114.8,1,3.206764,1881.012,1577.357,1
09/11/2021 19:14,1,14.771,1,1,65,114.8,1,3.222123,2023.933,1721.335,1
09/11/2021 19:15,1,15.114,1,1,65,114.8,1,3.218087,1989.364,1688.924,1
09/11/2021 19:16,1,15.045,1,1,65,114.8,1,3.216166,1858.089,1556.386,1
09/11/2021 19:18,1,14.722,1,1,65,114.8,1,3.118495,1937.347,1635.228,1
09/11/2021 19:19,1,14.873,1,1,65,114.8,1,3.198838,1804.497,1503.078,1
,,,,,,,,,,,
10/11/2021 11:27,1,0,1,1,65,114.62,1,3.440306,1754.116,1607.263,1
10/11/2021 13:26,1,22.456,1,1,65,114.5,1,3.45054,1804.726,1658.386,1
10/11/2021 13:41,1,22.628,1,1,65,114.62,1,3.461102,1918.769,1773.243,1
10/11/2021 13:46,1,22.83,1,1,65,114.53,1,3.442178,1779.192,1633.192,1
10/11/2021 13:46,1,22.355,1,1,65,114.44,1,3.433654,1800.672,1655.275,1
10/11/2021 13:46,1,22.354,1,1,65,114.45,1,3.416855,1788.269,1642.149,1
10/11/2021 13:56,1,22.355,1,1,65,114.66,1,3.454306,1713.053,1567.033,1
,,,,,,,,,,,
24/10/2022 00:08,1,22.848,1,1,65,107.51,1,3.54252,1769.706,1628.208,1
07/11/2022 00:15,1,13.935,1,1,65,109.61,1,3.238067,1860.447,1659.402,1
14/11/2022 03:09,1,22.86,1,1,65,109.04,1,3.434645,1880.652,1739.393,1
28/11/2022 00:19,1,23.92,1,1,65,109.16,1,3.444852,1948.575,1807.177,1
05/12/2022 00:06,1,23.657,1,1,65,109.23,1,3.455087,1872.479,1731.324,1
12/12/2022 00:34,1,24.26,1,1,65,109.35,1,3.444693,1971.1,1830.469,1
,,,,,,,,,,,
03/10/2022 00:15,1,24.688,1,1,65,108,1,3.403465,1932.325,1790.81,1
24/10/2022 00:08,1,22.529,1,1,65,107.81,1,3.437224,1718.931,1577.961,1
31/10/2022 00:08,1,23.008,1,1,65,108,1,3.535603,2022.837,1881.675,1
14/11/2022 00:48,1,23.145,1,1,65,109.05,1,3.450244,1759.663,1618.186,1
,,,,,,,,,,,
05/12/2022 00:06,1,23.099,1,1,65,109.17,1,3.451088,1803.523,1662.209,1
,,,,,,,,,,,
,,,,,,,,,,,
24/10/2022 00:09,1,22.59,1,1,65,108,1,3.435496,1926.034,1784.878,1
21/11/2022 00:30,1,24.056,1,1,65,109.17,1,3.421349,1815.758,1674.213,1
28/11/2022 00:37,1,21.967,1,1,65,109.16,1,3.453399,1951.632,1810.237,1
05/12/2022 00:07,1,22.79,1,1,65,109.22,1,3.447234,1930.699,1789.043,1
27/12/2022 19:22,1,0,1,1,65,109.16,1,3.444767,1879.058,1736.92,1
03/10/2022 00:15,1,22.473,1,1,65,108.08,1,3.459377,1964.322,1823.16,1
17/10/2022 00:32,1,22.814,1,1,65,107.82,1,3.420439,1923.512,1782.194,1
24/10/2022 00:24,1,0,1,1,65,107.81,1,3.222058,2027.647,1826.355,1
31/10/2022 00:08,1,23.204,1,1,65,107.73,1,3.428955,1733.154,1591.875,1
28/11/2022 00:26,1,23.448,1,1,65,109.17,1,3.426498,1739.809,1598.433,1
05/12/2022 00:07,1,23.149,1,1,65,109.25,1,3.463856,2047.155,1906.007,1
12/12/2022 00:39,2,24.406,1,1,65,107.48,1,3.432688,1363.555,0,2
,,,,,,,,,,,
14/11/2022 00:50,1,21.454,1,1,65,109.11,1,3.433616,1860.376,1719.273,1
27/12/2022 19:24,1,23.072,1,1,65,109.29,1,3.42285,1959.929,1817.869,1
03/10/2022 00:16,1,23.13,1,1,65,108,1,3.442221,1879.92,1738.696,1
17/10/2022 00:44,1,22.413,1,1,65,107.78,1,3.458563,1769.359,1627.926,1
24/10/2022 00:24,1,15.317,1,1,65,107.75,1,3.217856,2151.912,1950.481,1
21/11/2022 00:47,1,23.328,1,1,65,109.29,1,3.37865,1847.25,1705.866,1
27/12/2022 19:25,1,23.267,1,1,65,109.17,1,3.459463,1884.22,1742.182,1
24/10/2022 00:25,1,15.6,1,1,65,108.2,1,3.211891,1881.337,1680.039,1
31/10/2022 00:09,1,22.544,1,1,65,108.24,1,3.436852,1841.698,1700.401,1
14/11/2022 00:50,1,23.131,1,1,65,109.16,1,3.481854,1795.158,1653.944,1
21/11/2022 00:30,1,23.581,1,1,65,109.17,1,3.487187,1773.616,1632.27,1
05/12/2022 00:08,1,23.566,1,1,65,109.13,1,3.459997,1977.408,1835.848,1
27/12/2022 19:24,1,23.3,1,1,65,109.17,1,3.428973,1974.734,1832.719,1
03/10/2022 00:16,1,22.995,1,1,65,107.94,1,3.44375,1701.092,1559.77,1
21/11/2022 00:53,1,21.81,1,1,65,109.13,1,3.425604,1977.2,1835.768,1
28/11/2022 00:13,1,24.149,1,1,65,109.22,1,3.442527,1844.88,1703.315,1
27/12/2022 19:30,1,23.946,1,1,65,109.17,1,3.365257,1813.874,1661.597,1
03/10/2022 00:17,1,22.437,1,1,65,107.91,1,3.456376,1776.825,1635.68,1
17/10/2022 00:31,1,22.98,1,1,65,107.87,1,3.438023,1849.648,1708.575,1
24/10/2022 00:25,1,14.925,1,1,65,107.75,1,3.216236,1843.165,1641.706,1
31/10/2022 00:09,1,22.877,1,1,65,107.94,1,3.450614,1877.163,1735.673,1
14/11/2022 01:42,1,23.018,1,1,65,109.1,1,3.44132,1806.571,1665.314,1
28/11/2022 00:15,1,24.033,1,1,65,109.14,1,3.470127,2008.516,1867.067,1
05/12/2022 00:08,1,23.365,1,1,65,109.2,1,3.472157,2047.43,1905.922,1
27/12/2022 19:32,1,22.845,1,1,65,109.17,1,3.465774,1755.492,1613.338,1
03/10/2022 00:17,1,22.688,1,1,65,107.66,1,3.459551,1910.944,1769.677,1
24/10/2022 00:25,1,14.762,1,1,65,107.72,1,3.240752,2030.806,1829.637,1
21/11/2022 00:31,1,21.493,1,1,65,109.23,1,3.479553,1875.477,1734.133,1
27/12/2022 19:33,1,13.378,1,1,65,109.59,1,3.479299,1706.33,1564.131,1
17/10/2022 00:45,1,22.8,1,1,65,107.79,1,3.453304,2015.466,1874.322,1
,,,,,,,,,,,
14/11/2022 01:05,1,22.854,1,1,65,109.04,1,3.442328,1800.426,1659.097,1
28/11/2022 00:15,1,24.121,1,1,65,109.16,1,3.470578,1998.739,1857.402,1
05/12/2022 00:09,1,23.521,1,1,65,109.23,1,3.455531,2073.142,1930.627,1
12/12/2022 01:31,1,21.778,1,1,65,109.38,1,3.40851,2114.935,1972.943,1
,,,,,,,,,,,
03/10/2022 00:35,1,21.452,1,1,65,107.73,1,3.434814,1994.032,1852.705,1
31/10/2022 00:09,1,23.053,1,1,65,107.78,1,3.465655,1971.647,1830.43,1
14/11/2022 00:57,1,23.237,1,1,65,109.14,1,3.454759,1771.81,1630.644,1
21/11/2022 00:31,1,23.636,1,1,65,109.23,1,3.393322,1696.345,1555.363,1
,,,,,,,,,,,
05/12/2022 00:10,1,23.385,1,1,65,109.28,1,3.462809,1831.359,1690.268,1
27/12/2022 19:34,1,22.884,1,1,65,109.16,1,3.475916,1817.275,1671.785,1
24/10/2022 00:27,1,15.273,1,1,65,108,1,3.196778,1937.221,1735.937,1
12/12/2022 00:40,1,20.867,1,1,65,109.41,1,3.418278,1797.713,1655.849,1
27/12/2022 19:37,1,21.184,1,1,65,108.93,1,3.494442,1786.551,1634.836,1
03/10/2022 00:19,1,21.329,1,1,65,107.75,1,3.463244,1800.873,1659.851,1
17/10/2022 00:31,1,22.971,1,1,65,108.08,1,3.461716,1834.016,1692.972,1
24/10/2022 00:28,1,15.012,1,1,65,107.84,1,3.223118,1873.993,1672.623,1
31/10/2022 00:10,1,23.098,1,1,65,108.08,1,3.423784,1894.452,1753.112,1
28/11/2022 00:20,1,24.035,1,1,65,109.23,1,3.448226,1740.031,1598.767,1
05/12/2022 00:10,1,22.979,1,1,65,109.28,1,3.441232,2023.304,1881.708,1
27/12/2022 19:35,1,22.68,1,1,65,109.25,1,3.451343,1717.073,1574.763,1
24/10/2022 00:28,1,14.799,1,1,65,107.76,1,3.242893,2008.326,1807.172,1
14/11/2022 01:11,1,23.207,1,1,65,109.04,1,3.447676,1714.382,1573.014,1
12/12/2022 00:59,1,41.7,1,1,65,109.05,1,3.471633,1947.368,1805.293,1
27/12/2022 19:35,1,21.026,1,1,65,109.11,1,3.456155,1689.483,1546.258,1
03/10/2022 00:20,1,22.618,1,1,65,107.81,1,3.463213,1835.427,1694.257,1
21/11/2022 00:31,1,23.133,1,1,65,109.17,1,3.4396,1819.413,1678.361,1
28/11/2022 00:24,1,24.034,1,1,65,109.04,1,3.470791,1990.981,1849.4,1
05/12/2022 00:10,1,23.398,1,1,65,109.4,1,3.427297,1941.717,1800.244,1
,,,,,,,,,,,
27/12/2022 19:36,1,22.695,1,1,65,109.14,1,3.466331,1720.297,1577.928,1
,,,,,,,,,,,
17/10/2022 00:32,1,22.869,1,1,65,108.03,1,3.445109,1852.517,1711.375,1
24/10/2022 00:28,1,15.255,1,1,65,108.26,1,3.212054,2000.847,1799.494,1
31/10/2022 00:10,1,23.038,1,1,65,107.73,1,3.477001,1781.847,1640.633,1
21/11/2022 00:49,1,23.912,1,1,65,109.23,1,3.444432,1682.17,1540.908,1
28/11/2022 00:15,1,24.077,1,1,65,109.19,1,3.459102,2009.867,1868.71,1
05/12/2022 00:11,1,23.145,1,1,65,109.17,1,3.50656,1902.269,1749.395,1
27/12/2022 19:36,1,20.952,1,1,65,109.17,1,3.480172,1847.046,1705.059,1
24/10/2022 00:29,1,15.269,1,1,65,107.73,1,3.222785,2041.136,1839.742,1
14/11/2022 01:12,1,23.178,1,1,65,109.11,1,3.396097,1890.06,1748.901,1
,,,,,,,,,,,
05/12/2022 00:11,1,21.256,1,1,65,109.17,1,3.447893,1800.511,1659.175,1
12/12/2022 01:10,1,24.032,1,1,65,109.2,1,3.451521,1966.015,1824.823,1
27/12/2022 19:37,1,22.667,1,1,65,109.2,1,3.522028,1887.358,1745.502,1
31/10/2022 00:11,1,22.667,1,1,65,107.78,1,3.478983,1896.561,1755.321,1
,,,,,,,,,,,
05/12/2022 00:12,1,25.242,1,1,65,109.37,1,3.477011,2109.474,1968.524,1
,,,,,,,,,,,
,,,,,,,,,,,
03/10/2022 00:23,1,23.69,1,1,65,107.99,1,3.45628,1765.629,1624.386,1
,,,,,,,,,,,
21/11/2022 00:36,1,23.203,1,1,65,109.17,1,3.444273,1857.827,1716.545,1
28/11/2022 00:19,1,24.076,1,1,65,109.17,1,3.452002,1914.492,1773.016,1
05/12/2022 00:12,1,23.675,1,1,65,109.28,1,3.456523,2080.987,1939.719,1
12/12/2022 00:50,1,23.489,1,1,65,109.23,1,3.467053,1955.109,1814.461,1
,,,,,,,,,,,
17/10/2022 00:46,1,22.82,1,1,65,107.9,1,3.464551,1972.652,1831.441,1
24/10/2022 00:29,1,15.226,1,1,65,108.09,1,3.213938,2140.967,1939.586,1
14/11/2022 00:48,1,21.06,1,1,65,109.14,1,3.468323,1873.993,1732.992,1
05/12/2022 00:13,1,23.654,1,1,65,109.28,1,3.452179,1838.066,1696.72,1
12/12/2022 00:44,1,20.125,1,1,65,109.17,1,3.458,2002.231,1860.359,1
27/12/2022 19:42,1,22.892,1,1,65,109.17,1,3.450606,1911.296,1769.237,1
03/10/2022 00:23,1,22.695,1,1,65,107.81,1,3.456701,1706.248,1565.009,1
10/10/2022 00:12,1,0,1,1,65,108.02,1,3.229004,1971.364,1770.204,1
31/10/2022 00:11,1,23.019,1,1,65,107.9,1,3.384731,1751.363,1610.301,1
28/11/2022 00:18,1,23.712,1,1,65,109.17,1,3.436708,1955.39,1813.824,1
05/12/2022 00:13,1,22.937,1,1,65,109.17,1,3.45085,2058.767,1917.965,1
12/12/2022 00:44,2,20.125,1,1,65,105.66,1,0,0,0,2
03/10/2022 00:19,1,22.798,1,1,65,107.66,1,3.567187,1697.418,1556.05,1
,,,,,,,,,,,
17/10/2022 00:47,1,22.86,1,1,65,107.63,1,3.445802,1989.478,1848.374,1
24/10/2022 00:30,1,15.531,1,1,65,107.78,1,3.268502,2084.254,1882.884,1
14/11/2022 00:56,1,23.311,1,1,65,109.2,1,3.427367,1914.228,1772.886,1
21/11/2022 00:52,1,21.613,1,1,65,109.13,1,3.495161,1756.267,1614.966,1
,,,,,,,,,,,
05/12/2022 00:14,1,22.669,1,1,65,109.19,1,3.452919,1887.681,1746.166,1
12/12/2022 01:07,1,23.744,1,1,65,109.23,1,3.444643,2017.326,1875.862,1
27/12/2022 19:43,1,24.674,1,1,65,109.19,1,3.43684,1858.027,1715.782,1
03/10/2022 00:18,1,23.929,1,1,65,107.99,1,3.421711,1919.445,1778.216,1
05/12/2022 00:14,1,23.131,1,1,65,109.28,1,3.449749,2003.542,1862.616,1
,,,,,,,,,,,
27/12/2022 19:44,1,23.116,1,1,65,109.22,1,3.469541,1841.367,1697.873,1
03/10/2022 00:20,1,22.934,1,1,65,108,1,3.442412,1912.48,1771.152,1
10/10/2022 00:13,1,15.075,1,1,65,107.73,1,3.22671,1995.843,1794.47,1
17/10/2022 00:37,1,20.782,1,1,65,108.06,1,3.447036,1899.769,1758.659,1
31/10/2022 00:12,1,22.531,1,1,65,107.88,1,3.457811,2028.976,1887.943,1
